business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
U001,200803720,DEC corp,2020-04-09 04:20:16.093750000,2020.0,1930698352.0,2020-03-25 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,138.6,65,,,,25,3,2020,8,4,2020,16,3,2020,38,717,0-15
U001,200794332,COST co,2020-03-28 22:36:29.703125000,2020.0,1930647189.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAAX,32715.47,65,,,,13,3,2020,28,3,2020,13,3,2020,23,617,0-15
U001,200020431,DEC us,2020-05-25 18:51:25.109375000,2020.0,1930861637.0,2020-05-06 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,174.72,65,,,,6,5,2020,24,5,2020,1,5,2020,38,724,0-15
U001,200769623,WAL-MAR associates,2020-04-11 06:52:30.375000000,2020.0,1930635649.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,767.78,65,,,,12,3,2020,27,3,2020,12,3,2020,34,2974,16-30
CA02,140105785,SHOPPE foundation,2020-05-08 00:13:43.500000000,2020.0,2960624627.0,2020-03-27 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-31 00:00:00.000000000,CA10,1980.7199999999998,65,,,,27,3,2020,10,4,2020,31,3,2020,5,2895,16-30
U001,200769623,WAL-MAR ,2020-03-29 00:13:57.875000000,2020.0,1930577078.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,14514.68,65,,,,28,2,2020,14,3,2020,28,2,2020,34,2973,16-30
U001,200769623,WAL-MAR foundation,2020-05-10 12:52:55.500000000,2020.0,1930774741.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,55400.31,65,,,,10,4,2020,25,4,2020,10,4,2020,34,2978,16-30
U001,200772670,ASSOCIAT corporation,2020-04-25 12:11:37.109375000,2020.0,1930765053.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAU5,174766.36,65,,,,9,4,2020,24,4,2020,9,4,2020,46,195,0-15
U001,200900909,SYSCO systems,2020-04-19 05:26:16.000000000,2020.0,1930645969.0,2020-03-13 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-13 00:00:00.000000000,NA32,31512.75,65,,,,13,3,2020,14,4,2020,13,3,2020,14,2744,0-15
U001,200769623,WAL-MAR systems,2020-04-29 10:26:28.375000000,2020.0,1930718081.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,19701.55,65,,,,30,3,2020,14,4,2020,30,3,2020,34,2981,16-30
U001,200726979,BJ'S  trust,2020-05-06 18:06:33.312500000,2020.0,1930788667.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,132.72,65,,,,16,4,2020,1,5,2020,16,4,2020,21,342,0-15
U001,200769623,WAL-MAR llc,2020-04-30 14:02:59.250000000,2020.0,1930709919.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,1121.15,65,,,,29,3,2020,13,4,2020,29,3,2020,34,2980,16-30
U001,200769623,WAL-MAR llc,2020-05-06 10:46:29.375000000,2020.0,1930752568.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,11394.84,65,,,,6,4,2020,21,4,2020,6,4,2020,34,2980,16-30
CA02,140105847,GORDON F co,2020-05-03 19:09:41.375000000,2020.0,2960627274.0,2020-04-08 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-08 00:00:00.000000000,CA10,2579.64,65,,,,8,4,2020,18,4,2020,8,4,2020,5,1117,16-30
U001,200744019,TARG foundation,2020-04-05 06:11:37.312500000,2020.0,1930648342.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,52123.3,65,,,,15,3,2020,30,3,2020,15,3,2020,21,2772,0-15
U001,200769623,WAL-MAR systems,2020-04-09 18:26:22.000000000,2020.0,1930632791.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,14994.01,65,,,,10,3,2020,25,3,2020,10,3,2020,34,2981,16-30
U001,200769623,WAL-MAR llc,2020-04-10 02:19:51.875000000,2020.0,1930617194.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,36.06,65,,,,6,3,2020,21,3,2020,6,3,2020,34,2980,16-30
U001,200418007,AM in,2020-04-18 11:21:42.500000000,2020.0,1930752243.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,25836.19,65,,,,6,4,2020,21,4,2020,6,4,2020,21,102,
U001,200739006,AL foundation,2020-05-01 14:43:19.546875000,2020.0,1930768064.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,4309.05,65,,,,15,4,2020,30,4,2020,15,4,2020,21,57,0-15
U001,100031704,DELHAIZE associates,2020-05-02 19:30:22.250000000,2020.0,1930789873.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,70181.07,65,,,,15,4,2020,30,4,2020,15,4,2020,21,742,0-15
U001,200769623,WAL-MAR trust,2020-04-27 15:23:05.750000000,2020.0,1930705172.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,3403.8,65,,,,28,3,2020,12,4,2020,28,3,2020,34,2982,16-30
U001,200744019,TARG systems,2020-05-19 09:50:58.468750000,2020.0,1930620634.0,2020-03-10 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAGD,10665.53,65,,,,10,3,2020,14,5,2020,10,3,2020,33,2775,0-15
U001,200769623,WAL-MAR ,2020-04-20 00:29:30.875000000,2020.0,1930676002.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,7280.51,65,,,,21,3,2020,5,4,2020,21,3,2020,34,2973,16-30
U001,200726979,BJ'S  corporation,2020-03-18 14:18:37.046875000,2020.0,1930585378.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,13681.7,65,,,,2,3,2020,17,3,2020,2,3,2020,21,337,0-15
U001,200706844,WINC associates,2020-05-10 09:47:59.250000000,2020.0,1930773419.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,33947.85,65,,,,7,4,2020,22,4,2020,7,4,2020,21,3034,16-30
U001,200793830,M llc,2020-04-26 23:57:13.281250000,2020.0,1930767747.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,4537.14,65,,,,8,4,2020,23,4,2020,8,4,2020,21,1690,0-15
U001,200769623,WAL-MAR foundation,2020-05-06 13:09:19.000000000,2020.0,1930750455.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,14355.96,65,,,,6,4,2020,21,4,2020,6,4,2020,34,2978,16-30
U001,200769623,WAL-MAR systems,2020-05-05 18:49:42.500000000,2020.0,1930738904.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,367.71,65,,,,3,4,2020,18,4,2020,3,4,2020,34,2981,16-30
U001,200769623,WAL-MAR trust,2020-06-05 23:43:28.750000000,2020.0,1930862467.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,56284.77,65,,,,6,5,2020,21,5,2020,6,5,2020,34,2982,16-30
U001,200769623,WAL-MAR systems,2020-03-30 09:05:08.625000000,2020.0,1930582162.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,50493.86,65,,,,29,2,2020,15,3,2020,29,2,2020,34,2981,16-30
U001,200769623,WAL-MAR llc,2020-05-21 03:15:53.375000000,2020.0,1930802490.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,15489.43,65,,,,21,4,2020,6,5,2020,21,4,2020,34,2980,16-30
CA02,140104423,METRO  llc,2020-03-19 09:46:31.937500000,2020.0,2960617050.0,2020-02-27 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,CA10,93179.35199999998,65,,,,27,2,2020,11,3,2020,1,3,2020,5,1865,0-15
U001,200726979,BJ'S  systems,2020-05-12 15:55:37.625000000,2020.0,1930801417.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAA8,360.33,65,,,,19,4,2020,4,5,2020,19,4,2020,21,341,0-15
U001,200743996,STATER  llc,2020-05-12 19:48:35.312500000,2020.0,1930660304.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,3826.03,65,,,,16,3,2020,20,5,2020,16,3,2020,33,2601,
U001,200752302,KROGER trust,2020-04-19 08:54:56.390625000,2020.0,1930733767.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,96674.05,65,,,,2,4,2020,17,4,2020,2,4,2020,21,1578,0-15
CA02,140105686,SYSC llc,2020-06-01 19:57:28.750000000,2020.0,2960633120.0,2020-05-06 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,43230.299,65,,,,6,5,2020,18,5,2020,8,5,2020,5,2694,0-15
U001,200711029,WEGMAN corp,2020-05-04 06:16:14.750000000,2020.0,1930742932.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,14382.22,65,,,,3,4,2020,18,4,2020,3,4,2020,21,3004,16-30
CA02,2001,KRAFT  corporation,2020-05-09 05:13:22.875000000,2020.0,2960622220.0,2020-03-20 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAG2,17828.068999999996,65,,,,20,3,2020,27,4,2020,23,3,2020,32,1511,0-15
U001,200769623,WAL-MAR llc,2020-05-21 02:01:54.125000000,2020.0,1930804924.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,35509.95,65,,,,21,4,2020,6,5,2020,21,4,2020,34,2980,16-30
U001,200769623,WAL-MAR associates,2020-05-05 06:49:10.500000000,2020.0,1930746955.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,13512.61,65,,,,5,4,2020,20,4,2020,5,4,2020,34,2974,16-30
U001,200772670,ASSOCIAT corp,2020-04-08 18:59:16.976562500,2020.0,1930698156.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAU5,24421.33,65,,,,24,3,2020,8,4,2020,24,3,2020,46,194,0-15
U001,200769623,WAL-MAR co,2020-05-19 02:40:20.375000000,2020.0,1930801200.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,11217.33,65,,,,19,4,2020,4,5,2020,19,4,2020,34,2975,16-30
U001,200769623,WAL-MAR systems,2020-05-13 18:26:22.000000000,2020.0,1930776682.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAH4,12554.13,65,,,,13,4,2020,28,4,2020,13,4,2020,34,2981,16-30
U001,200720238,WOODM co,2020-06-09 04:36:20.500000000,2020.0,1930858727.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,126919.03,65,,,,6,5,2020,21,5,2020,6,5,2020,21,2895,16-30
CA02,140106408,WAL-M in,2020-05-31 03:55:57.000000000,2020.0,2960631200.0,2020-04-25 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-25 00:00:00.000000000,CA10,28537.684,65,,,,25,4,2020,5,5,2020,25,4,2020,5,2968,16-30
U001,200769623,WAL-MAR co,2020-04-28 21:04:09.875000000,2020.0,1930729999.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,24834.9,65,,,,1,4,2020,16,4,2020,1,4,2020,34,2975,0-15
U001,200769623,WAL-MAR us,2020-04-15 02:56:08.625000000,2020.0,1930653060.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,50202.83,65,,,,15,3,2020,30,3,2020,15,3,2020,34,2983,16-30
U001,200769623,WAL-MAR us,2020-04-29 11:21:56.625000000,2020.0,1930715979.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,8299.7,65,,,,1,4,2020,16,4,2020,1,4,2020,34,2983,0-15
U001,200799367,MCL corporation,2020-04-13 00:50:56.968750000,2020.0,1930673430.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,51602.13,65,,,,24,3,2020,8,4,2020,24,3,2020,21,1800,0-15
U001,200759878,SA co,2020-05-03 00:04:04.468750000,2020.0,1930783249.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,18900.99,65,,,,14,4,2020,29,4,2020,14,4,2020,34,2362,0-15
U001,200794332,COST corp,2020-03-29 21:17:11.460937500,2020.0,1930638145.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAAX,49467.7,65,,,,14,3,2020,29,3,2020,14,3,2020,23,618,0-15
U001,200515231,US  us,2020-04-30 08:42:24.312500000,2020.0,1930768145.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,10187.66,65,,,,9,4,2020,24,4,2020,9,4,2020,21,2885,0-15
U001,200782669,SYGMA corp,2020-04-07 12:29:24.250000000,2020.0,1930636977.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,237.4,65,,,,13,3,2020,28,3,2020,13,3,2020,21,2677,0-15
U001,200769623,WAL-MAR foundation,2020-06-11 13:17:19.000000000,2020.0,1930882979.0,2020-05-12 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,NAH4,11532.84,65,,,,12,5,2020,27,5,2020,12,5,2020,34,2978,16-30
U001,200769623,WAL-MAR ,2020-04-23 01:26:26.625000000,2020.0,1930692833.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,20017.92,65,,,,24,3,2020,8,4,2020,24,3,2020,34,2973,16-30
U001,200331749,SYSC foundation,2020-03-23 11:23:05.875000000,2020.0,1930579080.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5320.85,65,,,,28,2,2020,14,3,2020,28,2,2020,21,2692,0-15
U001,200772670,ASSOCIAT associates,2020-05-11 19:52:22.437500000,2020.0,1930819529.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAU5,30900.83,65,,,,23,4,2020,8,5,2020,23,4,2020,46,192,0-15
U001,200772670,ASSOCIAT us,2020-04-17 17:33:56.078125000,2020.0,1930736164.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAU5,65843.26,65,,,,2,4,2020,17,4,2020,2,4,2020,46,201,0-15
U001,200706844,WINC foundation,2020-04-11 02:35:10.875000000,2020.0,1930599854.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,359.44,65,,,,4,3,2020,19,3,2020,4,3,2020,21,3038,16-30
U001,100043975,JAVA ,2020-05-05 00:00:56.875000000,2020.0,1930740345.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,1427.36,65,,,,3,4,2020,18,4,2020,3,4,2020,21,2895,16-30
U001,200762301,C&S WH in,2020-03-20 01:27:20.179687500,2020.0,1930592552.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAC6,99091.71,65,,,,4,3,2020,19,3,2020,4,3,2020,26,451,0-15
U001,200148860,DOLLA associates,2020-06-04 15:09:02.671875000,2020.0,1930732920.0,2020-04-03 00:00:00.000000000,2020-06-07 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAGD,6543.44,65,,,,3,4,2020,7,6,2020,3,4,2020,33,802,
CA02,100027744,OMEGA AD in,2020-05-27 21:54:59.875000000,2020.0,2960635652.0,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,CAB1,4924.5,65,,,,19,5,2020,19,5,2020,19,5,2020,8,2020,0-15
U001,100031704,DELHAIZE co,2020-03-17 14:39:56.765625000,2020.0,1930585468.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,106394.18,65,,,,1,3,2020,16,3,2020,1,3,2020,21,743,0-15
U001,200799420,HT HA foundation,2020-04-29 11:19:44.000000000,2020.0,1930703225.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,801.1,65,,,,25,3,2020,9,4,2020,25,3,2020,21,2895,16-30
U001,200974851,RESTA systems,2020-04-13 19:28:00.062500000,2020.0,1930706997.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,3566.69,65,,,,26,3,2020,10,4,2020,26,3,2020,21,2293,0-15
U001,200769623,WAL-MAR in,2020-05-28 02:06:23.125000000,2020.0,1930830709.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,8885.57,65,,,,28,4,2020,13,5,2020,28,4,2020,34,2979,16-30
U001,200793568,SUPE llc,2020-03-29 19:12:53.437500000,2020.0,1930630388.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,15893.27,65,,,,10,3,2020,25,3,2020,10,3,2020,21,2640,0-15
U001,200759878,SA foundation,2020-03-25 05:29:55.281250000,2020.0,1930609945.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,70180.8,65,,,,6,3,2020,21,3,2020,6,3,2020,34,2365,0-15
U001,200712187,SPAR in,2020-05-08 17:31:14.250000000,2020.0,1930806222.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,119384.36,65,,,,20,4,2020,5,5,2020,20,4,2020,21,2580,0-15
U001,100047532,KEYSTON associates,2020-04-06 18:36:22.875000000,2020.0,1930592834.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,11852.54,65,,,,4,3,2020,19,3,2020,4,3,2020,21,2895,16-30
U001,200794332,COST co,2020-03-18 18:48:45.181640625,2020.0,1930562584.0,2020-02-28 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-02-28 00:00:00.000000000,NA84,11225.42,65,,,,28,2,2020,19,3,2020,28,2,2020,18,617,
U001,200148860,DOLLA associates,2020-05-28 17:50:03.759765625,2020.0,1930699340.0,2020-03-25 00:00:00.000000000,2020-05-29 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAGD,5456.75,65,,,,25,3,2020,29,5,2020,25,3,2020,33,802,
U001,200794332,COST llc,2020-05-24 05:51:31.460937500,2020.0,1930862420.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAAX,81500.86,65,,,,8,5,2020,23,5,2020,8,5,2020,23,622,0-15
U001,200555117,BURR trust,2020-05-01 22:32:37.625000000,2020.0,1930709963.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,749.14,65,,,,27,3,2020,11,4,2020,27,3,2020,21,2895,16-30
U001,200769623,WAL-MAR in,2020-06-07 20:26:28.625000000,2020.0,1930878284.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,2219.89,65,,,,9,5,2020,24,5,2020,9,5,2020,34,2979,0-15
U001,200772670,ASSOCIAT corp,2020-04-05 18:51:56.507812500,2020.0,1930683241.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAU5,15489.78,65,,,,21,3,2020,5,4,2020,21,3,2020,46,194,0-15
U001,200707822,PUBLI corporation,2020-05-23 16:05:41.843750000,2020.0,1930857983.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,126107.91,65,,,,4,5,2020,19,5,2020,4,5,2020,21,2197,0-15
CA02,140104392,FLANAG us,2020-04-13 22:38:29.250000000,2020.0,2960619205.0,2020-03-06 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-10 00:00:00.000000000,CA10,2528.673,65,,,,6,3,2020,20,3,2020,10,3,2020,5,2895,16-30
U001,200769623,WAL-MAR corp,2020-05-28 01:19:17.125000000,2020.0,1930831780.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,11545.38,65,,,,28,4,2020,13,5,2020,28,4,2020,34,2976,16-30
U001,200759878,SA systems,2020-04-18 15:57:57.656250000,2020.0,1930717567.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,47646.57,65,,,,31,3,2020,15,4,2020,31,3,2020,34,2368,0-15
U001,200705742,DOT foundation,2020-03-08 16:30:51.625000000,2020.0,1930581678.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5932.51,65,,,,28,2,2020,14,3,2020,28,2,2020,21,836,
U001,200793568,SUPE trust,2020-04-14 18:52:06.750000000,2020.0,1930690537.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,1635.76,65,,,,23,3,2020,7,4,2020,23,3,2020,21,2642,0-15
U001,200726979,BJ'S  ,2020-03-27 20:40:44.609375000,2020.0,1930646128.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,1286.3,65,,,,12,3,2020,27,3,2020,12,3,2020,21,333,0-15
U001,200704858,WAKE corp,2020-05-12 04:54:15.000000000,2020.0,1930762384.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,99568.42,65,,,,9,4,2020,24,4,2020,9,4,2020,21,2946,16-30
U001,200780383,MEIJ in,2020-04-07 08:08:50.843750000,2020.0,1930665025.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,3612.63,65,,,,18,3,2020,2,4,2020,18,3,2020,21,1838,0-15
U001,200762301,C&S WH associates,2020-04-26 23:08:14.365722656,2020.0,1930778021.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAC6,102276.04,65,,,,12,4,2020,27,4,2020,12,4,2020,26,446,
